category_id,en,bg,hr,cs,da,nl,et,fi,fr,de,el,hu,ga,it,lv,lt,mt,pl,pt,ro,sk,sl,es,sv,tr,ru,uk,nb,no,icon,section_id,sort_order_category
CAT_00095,Legal Aid,Правна помощ,Pravna pomoć,Právní pomoc,Retshjælp,Rechtsbijstand,Õigusabi,Oikeusapu,Aide juridique,Prozesskostenhilfe,Νομική Βοήθεια,Jogi segítségnyújtás,Cúnamh Dlíthiúil,Assistenza legale,Juridiskā palīdzība,Teisinė pagalba,Għajnuna Legali,Pomoc prawna,Assistência jurídica,Asistență juridică,Právna pomoc,Pravna pomoč,Asistencia jurídica,Rättshjälp,Hukuki Yardım,Юридическая помощь,Правова допомога,Rettshjelp,Rettshjelp,wrench.svg,SEC_0015,50
CAT_00102,Specialized Cleaning,Специализирано почистване,Specijalizirano čišćenje,Specializované čištění,Specialiseret rengøring,Gespecialiseerde reiniging,Spetsiaalne puhastus,Erikoissiivous,Nettoyage spécialisé,Spezialreinigung,Εξειδικευμένος Καθαρισμός,Speciális tisztítás,Glanadh Speisialaithe,Pulizia specializzata,Specializētā tīrīšana,Specializuotas valymas,Tindif Speċjalizzati,Specjalistyczne czyszczenie,Limpeza Especializada,Curatenie de specialitate,Špecializované čistenie,Specializirano čiščenje,Limpieza especializada,Specialiserad rengöring,Özel Temizlik,Специализированная уборка,Спеціалізоване прибирання,Spesialisert rengjøring,Spesialisert rengjøring,cleaning.svg,SEC_0016,50
CAT_00122,Building Materials Supply,Доставка на строителни материали,Opskrba građevinskim materijalom,Dodávky stavebních materiálů,Byggematerialeforsyning,Levering van bouwmaterialen,Ehitusmaterjalide tarnimine,Rakennusmateriaalien toimitus,Approvisionnement en matériaux de construction,Baustoffversorgung,Προμήθεια Οικοδομικών Υλικών,Építőanyag-ellátás,Soláthar Ábhar Tógála,Fornitura di materiali da costruzione,Būvmateriālu piegāde,Statybinių medžiagų tiekimas,Provvista ta’ Materjali tal-Bini,Dostawa materiałów budowlanych,Fornecimento de materiais de construção,Aprovizionare cu materiale de constructii,Dodávka stavebných materiálov,Dobava gradbenega materiala,Suministro de materiales de construcción,Byggmaterialförsörjning,İnşaat Malzemeleri Tedarik,Поставка строительных материалов,Постачання будівельних матеріалів,Byggematerialeforsyning,Byggematerialeforsyning,wrench.svg,SEC_0022,50
CAT_00177,Glasswork,Стъкларство,Staklarstvo,Sklářství,Glasarbejde,Glaswerk,Klaasitööd,Lasityöt,Verrerie,Glasarbeiten,Γυαλί,Üvegáru,Obair ghloine,lavorazione del vetro,Stikla izstrādājumi,Stiklo dirbiniai,Xogħol tal-ħġieġ,Szklane wyroby,Vidraria,Sticlărie,Sklárske práce,Steklarstvo,Cristalería,Glasarbete,Cam işçiliği,Стеклообработка,Виробництво скла,Glassarbeid,Glassarbeid,wrench.svg,SEC_0026,50
CAT_00189,Influencer & Social Commerce,Инфлуенсър и социална търговия,Influencer i društvena trgovina,Influencer & Social Commerce,Influencer og social handel,Influencer & Social Commerce,Mõjutaja ja sotsiaalne kaubandus,Vaikuttaja ja sosiaalinen kauppa,Influenceur et commerce social,Influencer & Social Commerce,Influencer & Social Commerce,Befolyásoló és társadalmi kereskedelem,Tioncharoir & Tráchtáil Shóisialta,Influencer e commercio sociale,Ietekmētājs un sociālā komercija,Influenceris ir socialinė prekyba,Influencer u Kummerċ Soċjali,Influencerzy i handel społecznościowy,Influenciador e Comércio Social,Influencer și Comerț Social,Influencer & Social Commerce,Influencer & Social Commerce,Influencers y comercio social,Influencer & social handel,Etkileyici ve Sosyal Ticaret,Инфлюенсер и социальная коммерция,Інфлюенсер і соціальна комерція,Influencer og sosial handel,Influencer og sosial handel,wrench.svg,SEC_0028,50
CAT_00198,Security Operations,Операции по сигурността,Sigurnosne operacije,Bezpečnostní operace,Sikkerhedsoperationer,Beveiligingsoperaties,Turvatoimingud,Turvatoimet,Opérations de sécurité,Sicherheitsoperationen,Λειτουργίες Ασφάλειας,Biztonsági műveletek,Oibríochtaí Slándála,Operazioni di sicurezza,Drošības operācijas,Apsaugos operacijos,Operazzjonijiet ta' Sigurtà,Operacje bezpieczeństwa,Operações de Segurança,Operațiuni de securitate,Bezpečnostné operácie,Varnostne operacije,Operaciones de seguridad,Säkerhetsverksamhet,Güvenlik Operasyonları,Операции по обеспечению безопасности,Операції безпеки,Sikkerhetsoperasjoner,Sikkerhetsoperasjoner,wrench.svg,SEC_0031,50
CAT_00209,E-Commerce Services,Услуги за електронна търговия,Usluge e-trgovine,Služby elektronického obchodu,E-handelstjenester,E-commerce diensten,E-kaubanduse teenused,Sähköisen kaupankäynnin palvelut,Services de commerce électronique,E-Commerce-Dienste,Υπηρεσίες Ηλεκτρονικού Εμπορίου,E-kereskedelmi szolgáltatások,Seirbhísí Ríomhthráchtála,Servizi di e-commerce,E-komercijas pakalpojumi,Elektroninės prekybos paslaugos,Servizzi ta' Kummerċ Elettroniku,Usługi e-commerce,Serviços de comércio eletrônico,Servicii de comerț electronic,Služby elektronického obchodu,Storitve e-trgovine,Servicios de comercio electrónico,E-handelstjänster,E-Ticaret Hizmetleri,Услуги электронной коммерции,Послуги електронної комерції,E-handelstjenester,E-handelstjenester,wrench.svg,SEC_0034,50
CAT_00229,Virtual Guidance,Виртуално ръководство,Virtualno vođenje,Virtuální navádění,Virtuel vejledning,Virtuele begeleiding,Virtuaalne juhendamine,Virtuaalinen opastus,Guidage virtuel,Virtuelle Anleitung,Εικονική καθοδήγηση,Virtuális útmutatás,Treoir Fíorúil,Guida virtuale,Virtuālie norādījumi,Virtualus vadovas,Gwida Virtwali,Wirtualne przewodnictwo,Orientação Virtual,Îndrumare virtuală,Virtuálne vedenie,Virtualno vodenje,Orientación virtual,Virtuell vägledning,Sanal Rehberlik,Виртуальное руководство,Віртуальне керівництво,Virtuell veiledning,Virtuell veiledning,wrench.svg,SEC_0037,50
CAT_00234,Supply Chain Tech,Технология на веригата за доставки,Tehnologija lanca opskrbe,Supply Chain Tech,Supply Chain Tech,Supply Chain-technologie,Tarneahela tehn,Supply Chain Tech,Technologie de la chaîne d'approvisionnement,Supply Chain Technologie,Supply Chain Tech,Supply Chain Tech,Tech Slabhra Soláthair,Tecnologia della catena di fornitura,Supply Chain Tech,Tiekimo grandinės tech,Supply Chain Tech,Technologia łańcucha dostaw,Tecnologia da Cadeia de Suprimentos,Tehnologia lanțului de aprovizionare,Supply Chain Tech,Tehnologija dobavne verige,Tecnología de la cadena de suministro,Supply Chain Tech,Tedarik Zinciri Teknolojisi,Технологии цепочки поставок,Технологія ланцюга поставок,Supply Chain Tech,Supply Chain Tech,wrench.svg,SEC_0038,50
CAT_00246,eLearning Platforms,Платформи за електронно обучение,Platforme za e-učenje,eLearningové platformy,e-læringsplatforme,eLearning-platforms,e-õppe platvormid,eLearning-alustat,Plateformes d'apprentissage en ligne,eLearning-Plattformen,Πλατφόρμες eLearning,eLearning platformok,Ardáin r-Fhoghlama,Piattaforme di eLearning,e-apmācības platformas,El. mokymosi platformos,Pjattaformi ta' eLearning,Platformy e-learningowe,Plataformas de eLearning,Platforme de eLearning,eLearningové platformy,Platforme za e-učenje,Plataformas de aprendizaje electrónico,eLearning-plattformar,eÖğrenme Platformları,Платформы электронного обучения,Платформи електронного навчання,e-læringsplattformer,e-læringsplattformer,wrench.svg,SEC_0042,50
CAT_00251,Integration & Adult Education,Интеграция и образование за възрастни,Integracija i obrazovanje odraslih,Integrace a vzdělávání dospělých,Integration & Voksenuddannelse,Integratie & Volwasseneneducatie,Integratsioon ja täiskasvanuharidus,Integraatio ja aikuiskoulutus,Intégration et éducation des adultes,Integration & Erwachsenenbildung,Ένταξη & Εκπαίδευση Ενηλίκων,Integráció és felnőttképzés,Comhtháthú & Oideachas Aosach,Integrazione e formazione degli adulti,Integrācija un pieaugušo izglītība,Integracija ir suaugusiųjų švietimas,Integrazzjoni u Edukazzjoni tal-Adulti,Integracja i edukacja dorosłych,Integração e Educação de Adultos,Integrare și educație pentru adulți,Integrácia a vzdelávanie dospelých,Integracija in izobraževanje odraslih,Integración y educación de adultos,Integration & Vuxenutbildning,Entegrasyon ve Yetişkin Eğitimi,Интеграция и образование взрослых,Інтеграція та освіта дорослих,Integrering og voksenopplæring,Integrering og voksenopplæring,wrench.svg,SEC_0043,50
CAT_00281,Energy Storage,Съхранение на енергия,Skladištenje energije,Skladování energie,Energiopbevaring,Energieopslag,Energia salvestamine,Energian varastointi,Stockage d'énergie,Energiespeicherung,Αποθήκευση Ενέργειας,Energiatárolás,Stóráil Fuinnimh,Accumulo di energia,Enerģijas uzglabāšana,Energijos saugojimas,Ħażna tal-Enerġija,Magazynowanie energii,Armazenamento de energia,Stocarea Energiei,Skladovanie energie,Shranjevanje energije,Almacenamiento de energía,Energilagring,Enerji Depolama,Хранение энергии,Зберігання енергії,Energilagring,Energilagring,wrench.svg,SEC_0051,50
CAT_00297,Cultural & Themed Events,Културни и тематични събития,Kulturna i tematska događanja,Kulturní a tematické akce,Kultur- og temaarrangementer,Culturele en thematische evenementen,Kultuuri- ja teemaüritused,Kulttuuri- ja teematapahtumat,Événements culturels et thématiques,Kulturelle und thematische Veranstaltungen,Πολιτιστικές & Θεματικές Εκδηλώσεις,Kulturális és tematikus események,Imeachtaí Cultúrtha & Téamacha,Eventi culturali e tematici,Kultūras un tematiskie pasākumi,Kultūros ir teminiai renginiai,Avvenimenti Kulturali u Tematiċi,Wydarzenia kulturalne i tematyczne,Eventos Culturais e Temáticos,Evenimente culturale și tematice,Kultúrne a tematické podujatia,Kulturni in tematski dogodki,Eventos culturales y temáticos,Kultur- och temaevenemang,Kültürel ve Temalı Etkinlikler,Культурные и тематические мероприятия,Культурні та тематичні заходи,Kultur- og temaarrangementer,Kultur- og temaarrangementer,wrench.svg,SEC_0054,50
CAT_00345,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,Tecnología de la riqueza,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,WealthTech,wrench.svg,SEC_0063,50
CAT_00353,Outdoor & Adventure Fitness,Фитнес на открито и приключения,Fitnes na otvorenom i avantura,Outdoor & Adventure Fitness,Outdoor & Adventure Fitness,Buiten- en avontuurlijke fitness,Väli- ja seiklusfitness,Outdoor & Adventure Fitness,Fitness en plein air et aventure,Outdoor- und Abenteuerfitness,Outdoor & Adventure Fitness,Outdoor & Adventure Fitness,Aclaíochta Allamuigh & Eachtraíochta,Fitness all'aperto e all'avventura,Āra un piedzīvojumu fitness,Lauko ir nuotykių fitnesas,Outdoor & Avventura Fitness,Fitness na świeżym powietrzu i przygoda,Fitness ao ar livre e de aventura,Fitness în aer liber și aventură,Outdoor & Adventure Fitness,Fitnes na prostem in pustolovščina,Fitness al aire libre y de aventura,Outdoor & Adventure Fitness,Açık Hava ve Macera Fitness,Фитнес на свежем воздухе и приключения,Фітнес на свіжому повітрі та пригоди,Outdoor & Adventure Fitness,Outdoor & Adventure Fitness,wrench.svg,SEC_0065,50
CAT_00376,Sustainability Consulting,Консултации за устойчивост,Savjetovanje o održivosti,Poradenství v oblasti udržitelnosti,Rådgivning om bæredygtighed,Duurzaamheidsadvies,Jätkusuutlikkuse nõustamine,Kestävän kehityksen konsultointi,Conseil en développement durable,Nachhaltigkeitsberatung,Συμβουλευτική Αειφορίας,Fenntarthatósági tanácsadás,Comhairliúchán Inbhuanaitheachta,Consulenza sulla sostenibilità,Ilgtspējības konsultācijas,Konsultacijos tvarumo klausimais,Konsulenza dwar is-Sostenibbiltà,Doradztwo w zakresie zrównoważonego rozwoju,Consultoria em Sustentabilidade,Consultanta in sustenabilitate,Poradenstvo v oblasti udržateľnosti,Trajnostno svetovanje,Consultoría de Sostenibilidad,Hållbarhetsrådgivning,Sürdürülebilirlik Danışmanlığı,Консалтинг по устойчивому развитию,Консультації щодо сталого розвитку,Bærekraftsrådgivning,Bærekraftsrådgivning,wrench.svg,SEC_0071,50
CAT_00381,Preventive Care,Превантивна грижа,Preventivna njega,Preventivní péče,Forebyggende pleje,Preventieve zorg,Ennetav hooldus,Ennaltaehkäisevä hoito,Soins préventifs,Vorsorge,Προληπτική Φροντίδα,Megelőző gondozás,Cúram Coisctheach,Cure preventive,Profilaktiskā aprūpe,Prevencinė priežiūra,Kura Preventtiva,Opieka zapobiegawcza,Cuidados Preventivos,Îngrijire preventivă,Preventívna starostlivosť,Preventivna nega,Atención preventiva,Förebyggande vård,Önleyici Bakım,Профилактический уход,Профілактичний догляд,Forebyggende omsorg,Forebyggende omsorg,wrench.svg,SEC_0072,50
CAT_00387,Medical Devices,Медицински изделия,Medicinski uređaji,Lékařská zařízení,Medicinsk udstyr,Medische hulpmiddelen,Meditsiiniseadmed,Lääketieteelliset laitteet,Dispositifs médicaux,Medizinische Geräte,Ιατρικές συσκευές,Orvosi eszközök,Feistí Leighis,Dispositivi medici,Medicīniskās ierīces,Medicinos prietaisai,Apparat Mediku,Urządzenia medyczne,Dispositivos médicos,Dispozitive medicale,Lekárske pomôcky,Medicinski pripomočki,Dispositivos médicos,Medicinsk utrustning,Tıbbi Cihazlar,Медицинские приборы,Медичні прилади,Medisinsk utstyr,Medisinsk utstyr,wrench.svg,SEC_0073,50
CAT_00395,Chimney & Fireplace Services,Услуги за комини и камини,Usluge dimnjaka i kamina,Služby komínů a krbů,Skorstens- og pejseservice,Schoorsteen- en openhaarddiensten,Korstna- ja kaminateenused,Savupiippu- ja takkapalvelut,Services de cheminées et de foyers,Schornstein- und Kaminservice,Υπηρεσίες Καμινάδων & Τζακιών,Kémény- és kandallószolgáltatás,Seirbhísí Simléir & Teallaigh,Servizi per camini e caminetti,Skursteņu un kamīnu pakalpojumi,Dūmtraukių ir židinių paslaugos,Servizzi ta' Ċumnija u Nar,Usługi kominowe i kominkowe,Serviços de chaminés e lareiras,Servicii de cosuri de fum si seminee,Služby v oblasti komínov a krbov,Dimnikarske in kaminske storitve,Servicios de chimeneas y hogares,Skorstens- och eldstadstjänster,Baca ve Şömine Hizmetleri,Услуги по обслуживанию дымоходов и каминов,Послуги димарів і камінів,Skorsteins- og peistjenester,Skorsteins- og peistjenester,wrench.svg,SEC_0075,50
CAT_00431,Eco Services,Еко услуги,Eko usluge,Ekologické služby,Økotjenester,Eco-diensten,Ökoteenused,Ekopalvelut,Services écologiques,Öko-Dienstleistungen,Οικολογικές Υπηρεσίες,Öko szolgáltatások,Seirbhísí Éicea,Servizi ecologici,Eko pakalpojumi,Ekologinės paslaugos,Servizzi Eko,Usługi ekologiczne,Serviços Ecológicos,Servicii Eco,Ekologické služby,Eko storitve,Servicios ecológicos,Ekotjänster,Eko Hizmetler,Эко Услуги,Еко послуги,Økotjenester,Økotjenester,wrench.svg,SEC_0076,50
CAT_00467,Software Development,Разработка на софтуер,Razvoj softvera,Vývoj softwaru,Softwareudvikling,Softwareontwikkeling,Tarkvaraarendus,Ohjelmistojen kehittäminen,Développement de logiciels,Softwareentwicklung,Ανάπτυξη Λογισμικού,Szoftverfejlesztés,Forbairt Bogearraí,Sviluppo software,Programmatūras izstrāde,Programinės įrangos kūrimas,Żvilupp ta' Software,Rozwój oprogramowania,Desenvolvimento de software,Dezvoltare software,Vývoj softvéru,Razvoj programske opreme,Desarrollo de software,Mjukvaruutveckling,Yazılım Geliştirme,Разработка программного обеспечения,Розробка програмного забезпечення,Programvareutvikling,Programvareutvikling,wrench.svg,SEC_0083,50
CAT_00475,Irrigation & Water Management,Напояване и управление на водите,Navodnjavanje i upravljanje vodom,Zavlažování a vodní hospodářství,Kunstvanding og vandforvaltning,Irrigatie en waterbeheer,Niisutus ja veemajandus,Kastelu ja vesihuolto,Irrigation et gestion de l'eau,Bewässerung & Wassermanagement,Άρδευση & Διαχείριση Υδάτων,Öntözés és vízgazdálkodás,Uisciúcháin & Bainistíocht Uisce,Irrigazione e gestione delle acque,Apūdeņošana un ūdens apsaimniekošana,Drėkinimas ir vandens tvarkymas,Irrigazzjoni u Ġestjoni tal-Ilma,Nawadnianie i zarządzanie wodą,Irrigação e Gestão de Água,Irigații și management al apei,Zavlažovanie a vodné hospodárstvo,Namakanje in upravljanje z vodo,Riego y gestión del agua,Bevattning och vattenförvaltning,Sulama ve Su Yönetimi,Ирригация и управление водными ресурсами,Іригація та управління водними ресурсами,Vanning og vannforvaltning,Vanning og vannforvaltning,wrench.svg,SEC_0085,50
CAT_00485,Digital Rights,Цифрови права,Digitalna prava,Digitální práva,Digitale rettigheder,Digitale rechten,Digitaalsed õigused,Digitaaliset oikeudet,Droits numériques,Digitale Rechte,Ψηφιακά Δικαιώματα,Digitális jogok,Cearta Digiteacha,Diritti digitali,Digitālās tiesības,Skaitmeninės teisės,Drittijiet Diġitali,Prawa cyfrowe,Direitos Digitais,Drepturi digitale,Digitálne práva,Digitalne pravice,Derechos digitales,Digitala rättigheter,Dijital Haklar,Цифровые права,Цифрові права,Digitale rettigheter,Digitale rettigheter,wrench.svg,SEC_0086,50
CAT_00497,Cold Chain Logistics,Логистика на студената верига,Logistika hladnog lanca,Logistika studeného řetězce,Koldekædelogistik,Koelketenlogistiek,Külma ahela logistika,Kylmäketjulogistiikka,Logistique de la chaîne du froid,Kühlkettenlogistik,Logistics Ψυχρής Αλυσίδας,Hideglánc logisztika,Loighistic Slabhra Fuar,Logistica della catena del freddo,Aukstās ķēdes loģistika,Šaltosios grandinės logistika,Loġistika tal-Katina tal-Kesaħ,Logistyka łańcucha chłodniczego,Logística da Cadeia Fria,Logistica lanțului de frig,Logistika studeného reťazca,Logistika hladne verige,Logística de la cadena de frío,Cold Chain Logistics,Soğuk Zincir Lojistiği,Логистика холодовой цепи,Логістика холодового ланцюга,Kaldekjedelogistikk,Kaldekjedelogistikk,wrench.svg,SEC_0089,50
CAT_00532,Family Move Support,Подкрепа за семейно преместване,Obiteljska podrška pri selidbi,Podpora přestěhování rodiny,Familieflytningsstøtte,Ondersteuning bij gezinsverhuizingen,Perekonna liikumise tugi,Perheen muuttotuki,Soutien au déménagement familial,Unterstützung beim Familienumzug,Υποστήριξη Family Move,Családi költözés támogatása,Tacaíocht um Aistriú Teaghlaigh,Supporto per il trasloco della famiglia,Ģimenes pārvietošanās atbalsts,Šeimos judėjimo parama,Appoġġ għall-Moviment tal-Familja,Wsparcie w przeprowadzce rodziny,Apoio à mudança de família,Suport pentru mutarea familiei,Podpora pri sťahovaní rodiny,Podpora družinski selitvi,Apoyo para mudanzas familiares,Stöd för familjeflytt,Aile Taşınma Desteği,Поддержка при переезде семьи,Підтримка сімейного переїзду,Familie Flyttestøtte,Familie Flyttestøtte,wrench.svg,SEC_0099,50
CAT_00554,Regular Help Needed,Необходима е редовна помощ,Potrebna redovita pomoć,Je nutná pravidelná pomoc,Regelmæssig hjælp påkrævet,Regelmatige hulp nodig,Vajatakse regulaarset abi,Säännöllistä apua tarvitaan,Aide régulière nécessaire,Regelmäßige Hilfe benötigt,Απαιτείται τακτική βοήθεια,Rendszeres segítségre van szükség,Cabhair de dhíth go rialta,Aiuto regolare necessario,Nepieciešama regulāra palīdzība,Reikalinga nuolatinė pagalba,Għajnuna Regolari Meħtieġa,Potrzebna regularna pomoc,Ajuda regular necessária,Este nevoie de ajutor regulat,Potrebná pravidelná pomoc,Potrebna je redna pomoč,Se necesita ayuda regularmente,Regelbunden hjälp behövs,Düzenli Yardıma İhtiyaç Var,Требуется регулярная помощь,Потрібна регулярна допомога,Trenger regelmessig hjelp,Trenger regelmessig hjelp,wrench.svg,SEC_0102,50
CAT_00560,Budget Coaching,Бюджетен коучинг,Treniranje proračuna,Koučování rozpočtu,Budget coaching,Budgetcoaching,Eelarve juhendamine,Budjettivalmennus,Coaching budgétaire,Budget-Coaching,Budget Coaching,Költségvetési coaching,Traenála Buiséid,Coaching di bilancio,Budžeta apmācība,Biudžetinis koučingas,Budget Coaching,Coaching budżetowy,Coaching de Orçamento,Coaching bugetar,Rozpočtový koučing,Budget Coaching,Asesoramiento presupuestario,Budgetcoaching,Bütçe Koçluğu,Бюджетный коучинг,Бюджетний коучинг,Budsjettcoaching,Budsjettcoaching,wrench.svg,SEC_0103,50
CAT_00595,Expat Support,Експат поддръжка,Podrška za iseljenike,Podpora expatů,Expat support,Expat-ondersteuning,Välisriigi tugi,Expat-tuki,Soutien aux expatriés,Unterstützung für Expats,Υποστήριξη Expat,Expat támogatás,Tacaíocht Expat,Supporto per espatriati,Expat atbalsts,Išeivijos palaikymas,Appoġġ espatrijat,Wsparcie dla ekspatów,Suporte para expatriados,Asistență pentru expat,Podpora pre expatov,Podpora izseljencem,Apoyo a expatriados,Expat Support,Gurbetçi Desteği,Поддержка экспатов,Підтримка експатів,Expat Support,Expat Support,wrench.svg,SEC_0106,50
CAT_00609,Pet Services,Услуги за домашни любимци,Usluge kućnih ljubimaca,Služby pro domácí mazlíčky,Dyreservice,Huisdierendiensten,Lemmikloomateenused,Lemmikkieläinpalvelut,Services pour animaux de compagnie,Haustierservices,Υπηρεσίες κατοικίδιων ζώων,Kisállat-szolgáltatások,Seirbhísí Peataí,Servizi per animali domestici,Mājdzīvnieku pakalpojumi,Naminių gyvūnėlių paslaugos,Servizzi ta' Pets,Usługi dla zwierząt,Serviços para animais de estimação,Servicii pentru animale de companie,Služby pre domáce zvieratá,Storitve hišnih ljubljenčkov,Servicios para mascotas,Husdjurstjänster,Evcil Hayvan Hizmetleri,Услуги для домашних животных,Домашні тварини,Kjæledyrtjenester,Kjæledyrtjenester,wrench.svg,SEC_0107,50
CAT_00616,Specialized Training,Специализирано обучение,Specijalizirana obuka,Specializované školení,Specialiseret uddannelse,Gespecialiseerde training,Erikoolitus,Erikoistunut koulutus,Formation spécialisée,Spezialisiertes Training,Εξειδικευμένη Εκπαίδευση,Speciális képzés,Oiliúint Speisialaithe,Formazione specializzata,Specializētā apmācība,Specializuotas mokymas,Taħriġ Speċjalizzat,Szkolenia specjalistyczne,Treinamento Especializado,Instruire de specialitate,Špecializované školenie,Specializirano usposabljanje,Formación especializada,Specialiserad utbildning,Uzmanlaşmış Eğitim,Специализированное обучение,Спеціалізоване навчання,Spesialisert opplæring,Spesialisert opplæring,wrench.svg,SEC_0108,50
CAT_00628,Legal Support,Правна поддръжка,Pravna podrška,Právní podpora,Juridisk støtte,Juridische ondersteuning,Õigusabi,Oikeudellinen tuki,Assistance juridique,Rechtliche Unterstützung,Νομική Υποστήριξη,Jogi támogatás,Tacaíocht Dlí,Supporto legale,Juridiskais atbalsts,Teisinė pagalba,Appoġġ Legali,Wsparcie prawne,Apoio Jurídico,Suport juridic,Právna podpora,Pravna podpora,Soporte legal,Juridisk support,Hukuki Destek,Юридическая поддержка,Юридична підтримка,Juridisk støtte,Juridisk støtte,wrench.svg,SEC_0112,50
CAT_00643,Ceiling & High Fixtures,Таван и високи тела,Stropni i visoki elementi,Stropní a vysoká svítidla,Loft og høj armatur,Plafond- en hoge armaturen,Laed ja kõrgseadmed,Katto ja korkeat kalusteet,Plafonniers et luminaires hauts,Decken- und Hochbeleuchtung,Οροφής & Ψηλά Φωτιστικά,Mennyezeti és magas lámpatestek,Uasteorainn & Daingneáin Arda,Soffitti e apparecchi alti,Griesti un augstie ķermeņi,Lubos ir aukšti šviestuvai,Limitu u Fixtures Għoli,Oprawy sufitowe i wysokie,Luminárias de teto e altas,Plafon și accesorii înalte,Stropné a vysoké svietidlá,Stropi in visoke napeljave,Techos y luminarias altas,Tak- och högarmatur,Tavan ve Yüksek Armatürler,Потолочные и высокие светильники,Стеля та високі світильники,Tak og høye armaturer,Tak og høye armaturer,wrench.svg,SEC_0115,50
CAT_00670,Venue Management,Управление на място,Upravljanje prostorom,Správa místa konání,Lokale ledelse,Locatiebeheer,Koha haldamine,Tapahtumapaikan hallinta,Gestion des lieux,Veranstaltungsort-Management,Διαχείριση Χώρων,Helyszínkezelés,Bainistíocht Ionaid,Gestione della sede,Norises vietas vadība,Vietos valdymas,Ġestjoni tal-post,Zarządzanie obiektem,Gestão de locais,Managementul locației,Riadenie miesta konania,Upravljanje prizorišča,Gestión del lugar,Lokalhantering,Mekan Yönetimi,Управление местом проведения,Управління місцем проведення,Stedsledelse,Stedsledelse,wrench.svg,SEC_0122,50
CAT_00676,Water Conservation,Опазване на водата,Očuvanje vode,Ochrana vody,Vandbesparelse,Waterbesparing,Veekaitse,Vedensuojelu,Conservation de l'eau,Wasserschutz,Εξοικονόμηση νερού,Vízvédelem,Caomhnú Uisce,Conservazione dell'acqua,Ūdens saglabāšana,Vandens išsaugojimas,Konservazzjoni tal-Ilma,Oszczędność wody,Conservação de Água,Conservarea apei,Ochrana vody,Ohranjanje vode,Conservación del agua,Vattenbesparing,Su Tasarrufu,Экономия воды,Збереження води,Vannsparing,Vannsparing,wrench.svg,SEC_0124,50
CAT_00682,Virtual Identity,Виртуална идентичност,Virtualni identitet,Virtuální identita,Virtuel identitet,Virtuele identiteit,Virtuaalne identiteet,Virtuaalinen identiteetti,Identité virtuelle,Virtuelle Identität,Εικονική Ταυτότητα,Virtuális identitás,Aitheantas Fíorúil,Identità virtuale,Virtuālā identitāte,Virtuali tapatybė,Identità Virtwali,Tożsamość wirtualna,Identidade Virtual,Identitate virtuală,Virtuálna identita,Virtualna identiteta,Identidad virtual,Virtuell identitet,Sanal Kimlik,Виртуальная личность,Віртуальна ідентичність,Virtuell identitet,Virtuell identitet,wrench.svg,SEC_0126,50
CAT_00688,Data Engineering,Инженеринг на данни,Data Engineering,datové inženýrství,Data Engineering,Data-engineering,Andmetehnika,Tietotekniikka,Ingénierie des données,Datentechnik,Μηχανική Δεδομένων,Data Engineering,Innealtóireacht Sonraí,Ingegneria dei dati,Datu inženierija,Duomenų inžinerija,Inġinerija tad-Data,Inżynieria danych,Engenharia de Dados,Ingineria datelor,Dátové inžinierstvo,Podatkovno inženirstvo,Ingeniería de datos,Datateknik,Veri Mühendisliği,Инженерия данных,Інженерія даних,Datateknikk,Datateknikk,wrench.svg,SEC_0128,50
CAT_00700,Vehicle Customization,Персонализиране на автомобила,Prilagodba vozila,Přizpůsobení vozidla,Køretøjstilpasning,Voertuigaanpassing,Sõiduki kohandamine,Ajoneuvojen räätälöinti,Personnalisation du véhicule,Fahrzeuganpassung,Προσαρμογή οχήματος,Jármű testreszabás,Saincheapadh Feithicle,Personalizzazione del veicolo,Transportlīdzekļa pielāgošana,Transporto priemonių pritaikymas,Personalizzazzjoni tal-Vettura,Personalizacja pojazdu,Personalização de veículos,Personalizarea vehiculului,Prispôsobenie vozidla,Prilagoditev vozila,Personalización de vehículos,Anpassning av fordon,Araç Özelleştirme,Настройка автомобиля,Персоналізація автомобіля,Tilpasning av kjøretøy,Tilpasning av kjøretøy,wrench.svg,SEC_0130,50
CAT_00707,Transport & Mobility,Транспорт и мобилност,Prijevoz i mobilnost,Doprava a mobilita,Transport & Mobilitet,Transport & Mobiliteit,Transport ja liikuvus,Kuljetus ja liikkuvuus,Transport et mobilité,Transport & Mobilität,Μεταφορές & Κινητικότητα,Közlekedés és mobilitás,Iompar & Soghluaisteacht,Trasporti e mobilità,Transports un mobilitāte,Transportas ir mobilumas,Trasport u Mobbiltà,Transport i mobilność,Transporte e Mobilidade,Transport & Mobilitate,Doprava a mobilita,Promet in mobilnost,Transporte y movilidad,Transport & Mobilitet,Ulaşım ve Hareketlilik,Транспорт и мобильность,Транспорт і мобільність,Transport og mobilitet,Transport og mobilitet,wrench.svg,SEC_0132,50
